id	filename	md5	size	state
2e2874d4-4932-4f81-b464-1ea2f509a119	2e2874d4-4932-4f81-b464-1ea2f509a119/7850ab16-4701-4e05-b2b8-6086b8ed63bb.rna_seq.augmented_star_gene_counts.tsv	cafa0ad84fbd2663f4b852023769b57c	4219884	validated
36999a4f-9ab2-435c-b4f4-c3412e7b68b2	36999a4f-9ab2-435c-b4f4-c3412e7b68b2/8a851a1b-c39e-4ee2-876a-447ff4b088c4.rna_seq.augmented_star_gene_counts.tsv	f18281e2ea418451f833715f859f8a40	4235069	validated
37b6b698-b9d0-4efd-b8fa-410803ff43f7	37b6b698-b9d0-4efd-b8fa-410803ff43f7/d12f92f8-960c-4969-adec-fa55ce64fbee.rna_seq.augmented_star_gene_counts.tsv	620bbc65282a372d78d870d6962fade2	4199259	validated
3c44e284-32e2-48bb-aeed-20c739ef4260	3c44e284-32e2-48bb-aeed-20c739ef4260/598eebde-1c35-4dfb-be46-167c6b2b3819.rna_seq.augmented_star_gene_counts.tsv	10def6607be4693acb5bf3c019c85908	4220585	validated
3d70feec-2460-48ef-90d0-355ffdadf785	3d70feec-2460-48ef-90d0-355ffdadf785/50e97e06-9279-484e-8c8f-6fcc67a55ebc.rna_seq.augmented_star_gene_counts.tsv	956d94730ff95ca7b62a3fe1c809e09d	4205698	validated
3ebf5ee0-d140-4a74-bc20-51a7ee98cd2e	3ebf5ee0-d140-4a74-bc20-51a7ee98cd2e/f9862bd4-4530-4ba9-b940-658d39907222.rna_seq.augmented_star_gene_counts.tsv	37b3a7e723021d89b468c87101fcda59	4198119	validated
3ec5342f-740b-452b-8e13-87d81a36060c	3ec5342f-740b-452b-8e13-87d81a36060c/8dbf5d9d-67b7-4107-a596-6af42710b7b6.rna_seq.augmented_star_gene_counts.tsv	7dcb5e09abc02c2a631705f140f25d25	4234723	validated
4222f092-b07a-42a9-8f97-c89545790942	4222f092-b07a-42a9-8f97-c89545790942/e1ac88db-c63b-405a-bf22-0c02eab7ecff.rna_seq.augmented_star_gene_counts.tsv	25fc6bc8ca46dc12b57d9ca6520f68fc	4212687	validated
44363b1e-23b3-4a97-8b53-5d184259f03a	44363b1e-23b3-4a97-8b53-5d184259f03a/ecaf1c57-1d8e-49e4-84a3-6c371c5314f3.rna_seq.augmented_star_gene_counts.tsv	d6af19ebe13ce3c449e1c51f3198fd38	4212818	validated
44ecb36d-5821-4934-9305-f1d93c9ebb01	44ecb36d-5821-4934-9305-f1d93c9ebb01/e66cc51e-3029-4568-b546-6278e993189f.rna_seq.augmented_star_gene_counts.tsv	66b596eb2b9614de5c7c38fbb5615a04	4235400	validated
4a2edd0e-ea77-4ef3-9b3c-3ec65e4e426d	4a2edd0e-ea77-4ef3-9b3c-3ec65e4e426d/d9480f8b-3086-4a6f-b349-a3ae5bafe58c.rna_seq.augmented_star_gene_counts.tsv	7695e64798c6246c094db98562d4806a	4199697	validated
5b61633f-4183-458f-a1f2-978b3a90e935	5b61633f-4183-458f-a1f2-978b3a90e935/d6833afe-f5dd-4a0d-8778-666f7e52224f.rna_seq.augmented_star_gene_counts.tsv	98b34cfe9e457c316dd2078ccb35ca90	4240799	validated
5bd814b8-c382-4353-a342-de3b77d3eac9	5bd814b8-c382-4353-a342-de3b77d3eac9/9b127b39-c64a-4863-bbb7-615d53ebe7f8.rna_seq.augmented_star_gene_counts.tsv	b926dc2af89c4ff95b0d72fa117538ab	4231825	validated
5bec0dff-25e9-422b-ba9b-e718aa8e3f64	5bec0dff-25e9-422b-ba9b-e718aa8e3f64/72d9b028-1c20-4835-a7f9-882e5dd80797.rna_seq.augmented_star_gene_counts.tsv	1af3708df5e71b7fe860750cebb2bd3e	4223593	validated
6a5fc50d-285f-4b43-89e8-4e0369adccd0	6a5fc50d-285f-4b43-89e8-4e0369adccd0/06cbde58-ac14-4736-ad91-0ba2bf399527.rna_seq.augmented_star_gene_counts.tsv	cadaba2da0774897d80440e1f57781f3	4221859	validated
71c889d4-ac45-443d-8676-aa2d4079f7d6	71c889d4-ac45-443d-8676-aa2d4079f7d6/d8d59d9b-c57a-4383-8962-9204a8b9175a.rna_seq.augmented_star_gene_counts.tsv	814e7a88716b2871cb43590520988246	4220258	validated
735ebb00-3320-4307-a69b-a10992adbdab	735ebb00-3320-4307-a69b-a10992adbdab/66697b8e-4ffe-4ed5-933f-1d11eda9a7d5.rna_seq.augmented_star_gene_counts.tsv	c5f15987386c8ec157d6ccdecdee49a3	4187852	validated
7a3399f3-a7c4-48c9-925d-c42860ed83b6	7a3399f3-a7c4-48c9-925d-c42860ed83b6/e71db7d0-f7b7-4522-a382-c83b7520f608.rna_seq.augmented_star_gene_counts.tsv	b1a9034e1fbce10f48325f450b6dbcdf	4224420	validated
7b0ba77b-5af5-4529-995a-18ef231c0b41	7b0ba77b-5af5-4529-995a-18ef231c0b41/74e2edb8-5d55-48b2-a24d-2d76db8a04bd.rna_seq.augmented_star_gene_counts.tsv	635da9ce84041f1b10535be62027d639	4230243	validated
7fff968e-af87-4766-98a0-3eebed53264c	7fff968e-af87-4766-98a0-3eebed53264c/b72d0a6b-8984-4854-b4b3-3f4671a0bff5.rna_seq.augmented_star_gene_counts.tsv	ef051fb47723187c03c1e96baa7070af	4213707	validated
84938e5c-3249-4e5a-862f-c0ae8886ab75	84938e5c-3249-4e5a-862f-c0ae8886ab75/28571071-5093-4d12-b526-9c06133cfcbc.rna_seq.augmented_star_gene_counts.tsv	292c89be6db5ebdda546998541581a4c	4226868	validated
875d9e2e-1f35-4374-97b4-5d58c5b9c4c5	875d9e2e-1f35-4374-97b4-5d58c5b9c4c5/c317811d-b28a-430e-96e3-23bba15f04a3.rna_seq.augmented_star_gene_counts.tsv	d76692bd25708e512ff316e51a9477d5	4206361	validated
8c5e6f18-3a16-4065-ab12-d3391da154e9	8c5e6f18-3a16-4065-ab12-d3391da154e9/61b1ca49-d26b-432d-bc34-98c4644f8b4f.rna_seq.augmented_star_gene_counts.tsv	9d954efe72746fbf0d903e46c383abd3	4205402	validated
8d6d0afa-3b22-4329-87be-228971ffd581	8d6d0afa-3b22-4329-87be-228971ffd581/0d902210-381c-4e66-8087-0de815e8d507.rna_seq.augmented_star_gene_counts.tsv	5122f8d4122f5421394e433a4eb473e5	4198954	validated
9007a863-1d7e-43de-acd4-8833c1fae268	9007a863-1d7e-43de-acd4-8833c1fae268/79351f4f-6f4b-4a1e-bd18-eaa521344822.rna_seq.augmented_star_gene_counts.tsv	7873171fe746b1e192a1dbf61c89ee28	4230900	validated
9054cd54-9088-455d-aef6-f2a7ae1ba3e1	9054cd54-9088-455d-aef6-f2a7ae1ba3e1/51370984-04a3-4b46-9627-a346c2af69c6.rna_seq.augmented_star_gene_counts.tsv	4ca0abfdfb3fbc49689cc7ae8d865f32	4230146	validated
90d51c25-d04d-4ef6-bc42-a65886cad80f	90d51c25-d04d-4ef6-bc42-a65886cad80f/23d3ea07-1507-4b92-b05b-5c464ecb9858.rna_seq.augmented_star_gene_counts.tsv	1d2486277c1a25d7967d05a7f0e31fc7	4213037	validated
94449598-9604-4b06-b647-57b2d015af88	94449598-9604-4b06-b647-57b2d015af88/96e154ab-2822-4477-990e-4b65e6d1432b.rna_seq.augmented_star_gene_counts.tsv	3c8e474ac3f778c61781933e95cd8b4b	4198563	validated
99ce0e9b-b1c8-4adf-8529-393068fa8f69	99ce0e9b-b1c8-4adf-8529-393068fa8f69/4d335987-6d71-4ef3-9655-e33fe642d381.rna_seq.augmented_star_gene_counts.tsv	3eab82e3a1e3eaec5fc7256214e9f1bf	4218951	validated
9bf8d5f6-47e8-4c92-b67c-4de0bcdfeab1	9bf8d5f6-47e8-4c92-b67c-4de0bcdfeab1/04a9005f-3104-49f0-a957-dd77c3c60679.rna_seq.augmented_star_gene_counts.tsv	cdfe2ae1583a0e30157fc29d816da159	4217093	validated
a150bfbe-72d3-42a3-b87f-842399d3c541	a150bfbe-72d3-42a3-b87f-842399d3c541/71adf9b8-e04d-454a-814e-855aa2f106d6.rna_seq.augmented_star_gene_counts.tsv	d75d63703a0cbeda00fdadc88af9fede	4205837	validated
a6086929-603b-4bd5-8214-fc925ff38293	a6086929-603b-4bd5-8214-fc925ff38293/e089d94c-a4d2-44ff-b8e7-2fa6838f0bc5.rna_seq.augmented_star_gene_counts.tsv	436ef01ff8e3d398f0856dfda978a0a9	4228129	validated
a7ff797b-4601-47a3-8909-20c23b4ecc60	a7ff797b-4601-47a3-8909-20c23b4ecc60/e7f27690-8071-4923-bc18-35eba10113a9.rna_seq.augmented_star_gene_counts.tsv	6e53d5dbb41afc7ee795ef292c1a9921	4228539	validated
aa68b133-387e-496c-bdfc-7b4f6fb0ce95	aa68b133-387e-496c-bdfc-7b4f6fb0ce95/aa816c97-1621-4bb0-bded-07e8e1c06f09.rna_seq.augmented_star_gene_counts.tsv	4499379754500ff033a15ad41a28044f	4190748	validated
ab3f65bf-14b3-45be-8e6a-28855d9a8beb	ab3f65bf-14b3-45be-8e6a-28855d9a8beb/2aa9348e-e78c-4af8-9aa1-ac2a0771ea7c.rna_seq.augmented_star_gene_counts.tsv	c0db80238bafbcd9b7a3f7fce8ba67b3	4233423	validated
ab6a5e24-de1a-446e-bf4c-38e7a5bb14a3	ab6a5e24-de1a-446e-bf4c-38e7a5bb14a3/9d285856-ea63-4cf3-9827-fbd6d8cbfae8.rna_seq.augmented_star_gene_counts.tsv	42e3fc81aba1d8165ae7bb423718d69a	4239473	validated
b11a8fb5-77d6-414a-a4bb-9ef3255149a2	b11a8fb5-77d6-414a-a4bb-9ef3255149a2/01ecfef7-7a6b-4212-bdfa-d4aae88fadfa.rna_seq.augmented_star_gene_counts.tsv	e0c64e9a902ac3cafaac4b0d7d6e9c0f	4231204	validated
b42616c7-d6dc-49aa-9c5e-17f7ab1e2b99	b42616c7-d6dc-49aa-9c5e-17f7ab1e2b99/34f43fb5-ca59-4455-ae07-f987bdb9a8e0.rna_seq.augmented_star_gene_counts.tsv	bd44d6068e0d2301eb113111b2531fe1	4206665	validated
b5213c67-a73f-4b3d-ac9b-deedfbc08160	b5213c67-a73f-4b3d-ac9b-deedfbc08160/97aede8f-8315-4d49-8f04-41b4c266d78c.rna_seq.augmented_star_gene_counts.tsv	74768d852e1e46c7d3cbb835c035a6c7	4211599	validated
b5b0f524-d70e-40eb-ae49-16d2b5ea5467	b5b0f524-d70e-40eb-ae49-16d2b5ea5467/0e86cd4d-d678-4061-9717-ffcd93f05dbd.rna_seq.augmented_star_gene_counts.tsv	8d048274a0e5cb5fe66aba981783f93a	4205457	validated
b6c9c1d7-ebd4-4ccb-8177-80a4242c93d9	b6c9c1d7-ebd4-4ccb-8177-80a4242c93d9/ac60cc0f-3aa5-4299-94f1-f7094537d906.rna_seq.augmented_star_gene_counts.tsv	6df751193772ef5cc78331a54aced8e0	4200459	validated
b73b5094-7b4f-4de7-bf89-5e9aa440e6af	b73b5094-7b4f-4de7-bf89-5e9aa440e6af/7dcf88b1-efbf-4d15-8702-c089871ec52e.rna_seq.augmented_star_gene_counts.tsv	ed8910571580128a028652ce3ba6abfe	4221527	validated
b7ac31c0-1284-4d89-b2c6-852e8edb939d	b7ac31c0-1284-4d89-b2c6-852e8edb939d/cc372dbb-e7ea-457f-ae2b-7d0ba5a0a2dd.rna_seq.augmented_star_gene_counts.tsv	15f55844f5d80c9bade1fff2d6a182d0	4227133	validated
b9c29a6a-5d54-46c1-a92b-beb8d0d3ea15	b9c29a6a-5d54-46c1-a92b-beb8d0d3ea15/3e391ede-f7b1-46ef-ae6e-24cfed805095.rna_seq.augmented_star_gene_counts.tsv	4f8ead0f70fdc547cdf9b10274de56b6	4232124	validated
beb0cc9b-4bfd-40e2-85d0-c7f80924aa44	beb0cc9b-4bfd-40e2-85d0-c7f80924aa44/00922fb6-95ec-458b-9f4e-9811cbb643eb.rna_seq.augmented_star_gene_counts.tsv	b8673981bc3b9836f807c2472bbccd63	4207414	validated
c5f1b74e-095f-45ef-a8e2-d973b2c084cb	c5f1b74e-095f-45ef-a8e2-d973b2c084cb/79255954-1b33-4a51-bc0d-6c4cd59183dc.rna_seq.augmented_star_gene_counts.tsv	5c4ff223c321a4ca27c7b674de8f0854	4222215	validated
cb6cee1a-43a4-40c3-9af7-91bc299ed5ab	cb6cee1a-43a4-40c3-9af7-91bc299ed5ab/18496158-0c5e-4f32-a8bc-3c946dad43c3.rna_seq.augmented_star_gene_counts.tsv	a04837f338006c7eb19139696bcc3ca6	4221472	validated
d148f481-a38c-481e-b0c0-cdad04cbf3ba	d148f481-a38c-481e-b0c0-cdad04cbf3ba/304d1c41-8a4b-4068-ab27-8cea5a065e80.rna_seq.augmented_star_gene_counts.tsv	259013d218d3ec3ce2284a351ac986bc	4228974	validated
d215af76-6241-492f-a3bb-c3540e997e16	d215af76-6241-492f-a3bb-c3540e997e16/c4479d47-5f2d-434a-8755-59426a635706.rna_seq.augmented_star_gene_counts.tsv	515fbcca61045db0d11c319d2d246a59	4224158	validated
d2c0009c-f833-4a3c-86ff-3f6b19bb299d	d2c0009c-f833-4a3c-86ff-3f6b19bb299d/05ec7139-df1a-48af-8d31-0acb26ee037b.rna_seq.augmented_star_gene_counts.tsv	2c49e1b9bb2aa49a8e0d14ce132bf0ab	4223129	validated
d48060d6-bea4-4d02-9bb6-38a43aea36af	d48060d6-bea4-4d02-9bb6-38a43aea36af/2a6ea7b6-7ec3-4226-9d58-37b544e78aec.rna_seq.augmented_star_gene_counts.tsv	20111337e57a769a37afe47ef0c40eb5	4198490	validated
d540d661-2223-400e-8525-63b06530f23e	d540d661-2223-400e-8525-63b06530f23e/89acdd18-8dbd-4d4d-8b92-b88b82f8c0c7.rna_seq.augmented_star_gene_counts.tsv	2a823f1e2013e3f841082a609e7f86d5	4202780	validated
d681e616-e248-47b9-a966-6e5132c3c818	d681e616-e248-47b9-a966-6e5132c3c818/37d341cf-24de-4af2-9a2b-ee801c416ec8.rna_seq.augmented_star_gene_counts.tsv	ef96f0d85cfa1d1401d5aa91c5d086f6	4208142	validated
d79c97d7-9fcd-4631-9051-a219bf2495c7	d79c97d7-9fcd-4631-9051-a219bf2495c7/130f6905-2d83-425a-950f-50bd8a0cc42e.rna_seq.augmented_star_gene_counts.tsv	fd138686396987d23b84571fb0e33ff7	4201164	validated
d944f6f9-8616-4cee-9672-a5e249d8ee0b	d944f6f9-8616-4cee-9672-a5e249d8ee0b/37f52ca5-99ff-44e5-8753-ea97dab7f958.rna_seq.augmented_star_gene_counts.tsv	0e89b14b3bb22459c6db4e9158020bd4	4230103	validated
ddf84756-4ed2-4deb-9321-9fc456232cdc	ddf84756-4ed2-4deb-9321-9fc456232cdc/a199f5da-dda7-406f-967b-f9c5ff771a40.rna_seq.augmented_star_gene_counts.tsv	516299840b975c342164b423b8de311b	4223878	validated
dfd688a4-aac4-4588-9035-87635ddc96a4	dfd688a4-aac4-4588-9035-87635ddc96a4/d720c62a-64a3-40b6-9400-7fc41e0f12f2.rna_seq.augmented_star_gene_counts.tsv	ef3bb6e6c568899ff39599e06850f4bb	4180534	validated
e1849623-895a-4981-b8c1-25ad0ec1143b	e1849623-895a-4981-b8c1-25ad0ec1143b/5b47289b-49a4-40c2-9089-34fd811149d2.rna_seq.augmented_star_gene_counts.tsv	61a2b3810ddf11adb20e1dcea2e431a9	4191020	validated
e34a4ad6-6c02-4e7b-b47b-7692b2b4788d	e34a4ad6-6c02-4e7b-b47b-7692b2b4788d/1ab744be-3780-4baa-971a-50defda0e791.rna_seq.augmented_star_gene_counts.tsv	3f94710413e0f5b32ed8d893f7cff096	4212491	validated
e523c375-f64a-4904-af5c-3da6d2d4f59a	e523c375-f64a-4904-af5c-3da6d2d4f59a/d48466f5-2fbe-455a-9e19-2277f71983d5.rna_seq.augmented_star_gene_counts.tsv	de52519b879bbdab17b111159c6ae238	4231350	validated
e77bc8dd-c55c-4de8-a42e-8139e9c34c62	e77bc8dd-c55c-4de8-a42e-8139e9c34c62/38afdac7-861e-4d67-b6a3-4f95f8880bb2.rna_seq.augmented_star_gene_counts.tsv	a87702d70308df7cf9519747cfff7b91	4221367	validated
ea09a6c8-0521-4b9e-8cc0-ba0e7f855aa8	ea09a6c8-0521-4b9e-8cc0-ba0e7f855aa8/8acb6203-ddd0-4edc-8017-7e3b2953b7a2.rna_seq.augmented_star_gene_counts.tsv	961b6a234daba0aa343c39fe9ce3d2c5	4219956	validated
eb1f76d1-e547-41f3-8d85-adf4bb9c4204	eb1f76d1-e547-41f3-8d85-adf4bb9c4204/7a632cae-65fe-4d7c-a892-a8809a9ba6de.rna_seq.augmented_star_gene_counts.tsv	b1c3e05bbb0311b891da2a892f1d7767	4190395	validated
f557537f-cc1a-4cec-acdb-6cbe78847b05	f557537f-cc1a-4cec-acdb-6cbe78847b05/30df08e9-e6be-4c16-91e1-4e7de6adddea.rna_seq.augmented_star_gene_counts.tsv	b925ed545e76a80c2babb43401c78b77	4221498	validated
f84b24e5-751f-4b17-a6dd-74b046844d0d	f84b24e5-751f-4b17-a6dd-74b046844d0d/45fcc1a1-d73a-4ec5-95ae-f9ca82c5b3fd.rna_seq.augmented_star_gene_counts.tsv	a3c06553d28a98c1ad4538b2ab003964	4220233	validated
f96a0144-600b-4a7b-aada-1e87d8596a63	f96a0144-600b-4a7b-aada-1e87d8596a63/c1867a9a-942f-46f9-b7ff-bfe8edb04f6d.rna_seq.augmented_star_gene_counts.tsv	144530137ff45fa017dea5d028d3d5f8	4235898	validated
fa9e7839-a49f-4d7b-b7e0-b1a492511e0f	fa9e7839-a49f-4d7b-b7e0-b1a492511e0f/2bbc05dc-29d8-4f22-8011-48b9cd2f4360.rna_seq.augmented_star_gene_counts.tsv	be2b9c8e9e2611c17d3a47fa52771d92	4232560	validated
